from,to,distance
SathuPraditBusDepot,SathuPraditExpressway,364.74370924353707
SathuPraditExpressway,CentralRama3,414.7546031729054
CentralRama3,TheUpRama3,490.15555657064766
TheUpRama3,WatPhoMaenKhuNaRam,416.50638947976546
WatPhoMaenKhuNaRam,BrtThanonochan,468.18461738555584
BrtThanonochan,SoiNarathiwat18,432.93967944801227
SoiNarathiwat18,MakroSathon,368.1610861227511
MakroSathon,SoiNarathiwat10,502.4737409194124
SoiNarathiwat10,ArkanJohni,452.44348985971465
ArkanJohni,SoiNarathiwat4,475.8747192088036
SoiNarathiwat4,YakaeNarinthonBangrakHospital,489.8683173333681
YakaeNarinthonBangrakHospital,SaintLouisHospital,354.6213667602172
SaintLouisHospital,ThaiCc,518.6390789186709
ThaiCc,SoiRongNamkhaeng,429.07262937674295
SoiRongNamkhaeng,RobinsonBangrak,498.388687290173
RobinsonBangrak,OppositeLerdsinHospital,357.3007356683136
OppositeLerdsinHospital,CentralSilom,457.77847414930756
CentralSilom,PramuanJunction,472.08618492073583
PramuanJunction,OppositeWatKhaek,406.4691873079057
OppositeWatKhaek,DechoJunction(Outbound),380.97670525176153
DechoJunction(Outbound),TheBangkokChristianHospital,388.48081368223484
TheBangkokChristianHospital,BusStopBTSSaladaeng(Exit1),417.91397363396084
BusStopBTSSaladaeng(Exit1),ChulalongkornHospital(RatchadamriSide),349.1778847666458
ChulalongkornHospital(RatchadamriSide),SarasinJunction,444.5690867777273
SarasinJunction,OppositeAua,430.4648103690434
OppositeAua,BusStopBTSRatchadamri(Exit1),513.3907434715492
BusStopBTSRatchadamri(Exit1),PoliceGeneralHospital,395.7543498272955
PoliceGeneralHospital,CentralWorld,487.84464104127835
CentralWorld,IndraSquarePratunam,434.43663403283966
IndraSquarePratunam,OppositeSoiRangNam,486.5533653867338
OppositeSoiRangNam,OppositeWatTaphan,384.7922960404971
OppositeWatTaphan,SantiphapPark,502.3388808037218
SantiphapPark,VictoryMonument(PhahonYothinSide),476.57738967536386
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),501.0931782162181
LueCha(Phahonyothin1),Phyathai2Hospital,404.65829282951006
Phyathai2Hospital,BusStopBTSSanampao(Exit1),442.0325236476316
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),458.3392721804828
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),370.8619393403107
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),339.629483403795
BusStopBTSAri(Exit3),BorderPatrolPolice,393.28561535990974
BorderPatrolPolice,SenaRuam(Phahonyothin11),424.12362449815873
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),370.53454369612865
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,487.37951468649163
WatPhaiton,BusStopBTSMoChit(Exit3),386.4024957022413
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,496.4565879510409
OppositeTmbHeadquarterBank,ChatuchakPark(ViphavadiSide),455.9630083284658
ChatuchakPark(ViphavadiSide),PttHeadquarter,453.2987603214199
PttHeadquarter,TourProperties,474.58801904009493
TourProperties,BorisatTriPhetThatCharinWitthayaBangKhen,456.4402253179335
BorisatTriPhetThatCharinWitthayaBangKhen,NakhonchaiAir,377.06949771610346
NakhonchaiAir,BangchakPetroleumKamphaengphet2,473.3299028514911
BangchakPetroleumKamphaengphet2,NikhomRotfaiKm.11,348.10193507710613
NikhomRotfaiKm.11,Mochit2BusDepot,349.4596826413435
