from,to,distance
WatPhoThaTian,NakarapiromPark,462.8098520371822
NakarapiromPark,RatchaWoraditPier,431.45718377227877
RatchaWoraditPier,ThaChang,502.5343387144404
ThaChang,Sanamluang(OppositeSupremeCourt)Stop.1,474.291912960473
Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,458.5501274126095
Sanamluang(OppositeSupremeCourt)Stop.2,KongSalak,432.9607509416758
KongSalak,KhokWuaIntersection,408.3675019734253
KhokWuaIntersection,DemocracyMonument(Suksapan),403.5055671262238
DemocracyMonument(Suksapan),WatRatchaNatdaRam,541.7512310893725
WatRatchaNatdaRam,OppositeThaiAirwaysBuilding,485.6150050864867
OppositeThaiAirwaysBuilding,WatKhaeNangLoeng,433.21759334914367
WatKhaeNangLoeng,NationalEconomicAndSocialDevelopmentBoard,433.3618161841484
NationalEconomicAndSocialDevelopmentBoard,OppositeMissionHospitalLanLuangRoad,455.36058503512453
OppositeMissionHospitalLanLuangRoad,YaekUruPhongKhoLiSiam,361.110620384011
YaekUruPhongKhoLiSiam,Rama6NextToHighway(Outbound),486.79934479044374
Rama6NextToHighway(Outbound),MahidolUniversity(FacultyOfScience),509.07124693730196
MahidolUniversity(FacultyOfScience),RamathibodiHospital,420.62422499747197
RamathibodiHospital,FlaetThahanBok,417.4775311606603
FlaetThahanBok,FlaetSamSen,384.4464909936727
FlaetSamSen,SamsenSchool,458.87648886596156
SamsenSchool,AkhanThiPako,447.02449183160485
AkhanThiPako,TrongChamSamnaknganLekhathikan,536.94014282177
TrongChamSamnaknganLekhathikan,KarnmaneePalaceHotel,361.3348419752796
KarnmaneePalaceHotel,PraDiPhatSoi21,465.2853672485912
PraDiPhatSoi21,BusStopBTSSaphanKhwai(Exit1),406.3423942813917
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,412.77968248720254
WatPhaiton,BusStopBTSMoChit(Exit3),435.21146983537693
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,430.36161392957376
OppositeTmbHeadquarterBank,BusStopMRTPhahonyothin(Exit3),486.2587091173874
BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),453.3917396967929
LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,398.25664261024417
OppositeSa-NguanSaoOToKhae,BigCLatPhrao,430.21594865962714
BigCLatPhrao,LatPhraoSoi20,390.79975057786515
LatPhraoSoi20,SoiLatPhrao17,480.31899995808686
SoiLatPhrao17,YaekLatPhrao-RatDa,403.62777826454266
YaekLatPhrao-RatDa,LatPhraoSoi40,421.1445392111509
LatPhraoSoi40,LatPhraoSoi35,401.7367296157746
LatPhraoSoi35,PhawanaLatPhraoSoi41,462.03746545399986
PhawanaLatPhraoSoi41,LatPhrao41/1,448.82843854924164
LatPhrao41/1,RongrianPhibunUpatham,508.3287232590412
RongrianPhibunUpatham,LatPhraoSaphan2Market,521.6351899382057
LatPhraoSaphan2Market,SathaniTamruatChokChai,475.26569648083364
SathaniTamruatChokChai,ChokChai4,397.0419425559056
ChokChai4,LatPhraoSoi57/1,462.4911634730919
LatPhraoSoi57/1,SueksaPhanLatPhrao,425.1309362375607
SueksaPhanLatPhrao,LatPhaoPostOffice,531.0596666185633
LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,375.272207298541
LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,497.20144763789096
KraenWinlet,LatPhrao79,462.1251878319537
LatPhrao79,ImperialLatPhrao,549.4122197845425
ImperialLatPhrao,SamnaknganKhetWangThonglang,409.57363669504133
SamnaknganKhetWangThonglang,OppositeBangkokSuksaSchool,550.9485039042725
OppositeBangkokSuksaSchool,SoiLatPhrao93,521.7908915047616
SoiLatPhrao93,FutLaen,454.2421278776967
FutLaen,LatPhraoHospital,369.31915136667914
LatPhraoHospital,RongrianPhasaAngkritSanti,394.98452342521455
RongrianPhasaAngkritSanti,OppositeLatPhraoSoi126,472.8338972029288
OppositeLatPhraoSoi126,RongrianTriamSueksaBangKapi,461.11064065737577
RongrianTriamSueksaBangKapi,LatPhrao107,414.9141919880232
LatPhrao107,WetThaNi,515.1538292293535
WetThaNi,SoiLatPhrao111,455.2421952632219
SoiLatPhrao111,HappylandJunction(GoingOut),448.94173502737175
