from,to,distance
TheThaiRedCrossSociety,ChulalongkornBusTerminal,693.4427223944596
ChulalongkornBusTerminal,PatumwanDemonstrationSchool,588.2999959665036
PatumwanDemonstrationSchool,Chulalongkorn(Vet/Dent),579.1521519692423
Chulalongkorn(Vet/Dent),ChaloemPhaoJunction,576.8704634830021
ChaloemPhaoJunction,SiamSquare,670.6968403908104
SiamSquare,BusStopBTSRatchathewi(Exit3),679.8985689418959
BusStopBTSRatchathewi(Exit3),KingPhet,609.1310165647166
KingPhet,Uruphong,649.1524071022054
Uruphong,MissionHospital,618.6337007872313
MissionHospital,OppositeRoyalTurfClub,560.347387812782
OppositeRoyalTurfClub,RajamagalaUniversityOfTechnologyPhraNakorn,562.5473590156114
RajamagalaUniversityOfTechnologyPhraNakorn,ThamniapRatthaban,579.7804398707295
ThamniapRatthaban,WangDaeng,736.4435970561923
WangDaeng,WatRachadhiwasViharn,659.1204875774107
WatRachadhiwasViharn,SaintGabrielCollege,630.8873629737895
SaintGabrielCollege,VajiraHospital,659.5050626655641
VajiraHospital,SiYanRongrianAChiwaSinlapaSueksa,564.0517925753363
SiYanRongrianAChiwaSinlapaSueksa,MakroBangKraBue(Sp25),593.7396009959393
MakroBangKraBue(Sp25),4ThCavalryDivisionKing'SGuard,540.4073366492088
4ThCavalryDivisionKing'SGuard,RongrianYothinBurana,764.8751111372424
RongrianYothinBurana,OppositeWatPradu,577.6718467521916
OppositeWatPradu,OppositeBangPhoFireStation,777.4858289493361
OppositeBangPhoFireStation,ThongkhamBangPhoHospital,712.8404972322593
ThongkhamBangPhoHospital,OppositeThepSumritSchool,638.6245577814993
OppositeThepSumritSchool,SoiYaowapha,690.6181082701044
SoiYaowapha,SoiPrachaNaruemit,550.9857750140864
SoiPrachaNaruemit,KasikornthaiBank,735.4833687033044
KasikornthaiBank,SoiKrungthep-Nonthaburi13,672.7738958887759
SoiKrungthep-Nonthaburi13,SoiKrungthep-Nonthaburi17,523.701526746485
SoiKrungthep-Nonthaburi17,WatCherngWaiSoiKrungthep-Nonthaburi21/1,626.5475104739253
WatCherngWaiSoiKrungthep-Nonthaburi21/1,SoiKrungthep-Nonthaburi23/1ThorPhaFactory,651.3050039779918
SoiKrungthep-Nonthaburi23/1ThorPhaFactory,SoiKrungthep-Nonthaburi25BangSonMarket,524.302850651296
SoiKrungthep-Nonthaburi25BangSonMarket,SoiKrungthep-Nonthaburi29,678.4431658827594
SoiKrungthep-Nonthaburi29,OppositeKromYutThahan,660.9607299042142
OppositeKromYutThahan,DapphloengWongSawangKrungthep-Non,716.5017353477336
DapphloengWongSawangKrungthep-Non,OppositeKromYutBorikan,679.5492803113088
OppositeKromYutBorikan,WiriyaPrakanphaiRatchadaphisek68,588.6232804228044
WiriyaPrakanphaiRatchadaphisek68,PrachanukunIntersection(RatchadaphisekSoi64),597.9339517048571
PrachanukunIntersection(RatchadaphisekSoi64),SimenThai1ThangduanRatchadaphisek60,703.8743385461794
SimenThai1ThangduanRatchadaphisek60,MubanPunsimen2,589.8855595369295
MubanPunsimen2,NakhonchaiAir,597.582305150774
NakhonchaiAir,BangchakPetroleumKamphaengphet2,713.3901649254399
BangchakPetroleumKamphaengphet2,NikhomRotfaiKm.11,581.8169313021675
NikhomRotfaiKm.11,Mochit2BusDepot,648.5149092908476
