from,to,distance
OppositeThonBuriPhalasa,TheMallThapra,563.7512294156463
TheMallThapra,SocialSecurity,554.4932725688744
SocialSecurity,WatSutthawat,588.9754220672802
WatSutthawat,OppositeRongrianSaengThongThorathat,701.9684941080352
OppositeRongrianSaengThongThorathat,OppositeTalatDaoKhanong,631.0053136920931
OppositeTalatDaoKhanong,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,734.6691532771798
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OppositeSoiPlangAnuson,641.7756672614
OppositeSoiPlangAnuson,OppositeWatNaknimit,586.697387339544
OppositeWatNaknimit,TalatWatNak,602.6079172606958
TalatWatNak,TalatBangPraKaeo,756.0036332720244
TalatBangPraKaeo,BigCBangPraKok,643.7635870420078
BigCBangPraKok,WatBangPaKok,594.5361896815914
WatBangPaKok,SuksawatSoi23,511.9150424186869
SuksawatSoi23,BangPakok1Hospital,604.0215697914704
BangPakok1Hospital,BangpakokMarket,611.7394713040816
BangpakokMarket,OppositeWatSarod,690.1560245998987
OppositeWatSarod,PrachaUthitJunction,559.9691703726237
PrachaUthitJunction,SuksawatKm.9(ExitExpressway),760.1602698030814
SuksawatKm.9(ExitExpressway),WatSon,642.7922529709634
WatSon,SoiWatRuak,663.4125946342917
SoiWatRuak,HuaPlaChongNonsi,607.699070728199
HuaPlaChongNonsi,WatChongnonsi,765.502041403667
WatChongnonsi,Phraram3Soi71,660.8786646493131
Phraram3Soi71,WatchonglomSchool,637.2476609557003
WatchonglomSchool,NonseeWattayaSchool,513.1825403674694
NonseeWattayaSchool,SoiPhocharern,544.0557424299682
SoiPhocharern,OppositeSamosonKanTharuea,574.9290776153035
OppositeSamosonKanTharuea,SanamkilaKanTharuea,792.3819126196097
SanamkilaKanTharuea,SoyRoastedPeppersBeforeTheSeparateCustoms.,690.146227197224
SoyRoastedPeppersBeforeTheSeparateCustoms.,KlongtoeyBusDepot,501.8664113868291
