from,to,distance
RatchaphruekSoi18,ThanonBoromRatChonnani1-2,391.8180813893042
ThanonBoromRatChonnani1-2,SoiChimpee2,397.69393922939184
SoiChimpee2,TalingchanPoliceStation,401.6831764560646
TalingchanPoliceStation,SoiBoromratchonnani63,314.96154448798274
SoiBoromratchonnani63,Ratchaphruek18MubanNuSaSiri,442.92329920482393
Ratchaphruek18MubanNuSaSiri,Ratchaphruek16MubanPhruekPhirom,346.8046747565925
Ratchaphruek16MubanPhruekPhirom,SeparateBangwak,371.671459161369
SeparateBangwak,OppositeTheVillageOfImAmpornRestaurantGinkgoTeoPorkSoup.,315.7500561408835
OppositeTheVillageOfImAmpornRestaurantGinkgoTeoPorkSoup.,SoiPetchkasem32SoiSermmit,347.8827093146752
SoiPetchkasem32SoiSermmit,SoiPetchkasem28,436.43813162579494
SoiPetchkasem28,BangphaiHospital,408.5845939205684
BangphaiHospital,ViboonBusinessAdministrationCollege,317.2836905184363
ViboonBusinessAdministrationCollege,Petchkasem14ThaphraIntersection,376.2709226094235
Petchkasem14ThaphraIntersection,ThaphraRungruengMarket,375.4680716157401
ThaphraRungruengMarket,SoiPetchkasem4,380.0718317294167
SoiPetchkasem4,NaowaChamnianBridge(Inbound),401.09918143067716
NaowaChamnianBridge(Inbound),BangYiRea(Inbound),442.4968191102497
BangYiRea(Inbound),RobinsonLatya,448.13960068485136
RobinsonLatya,TotLatya,313.81651293116175
TotLatya,Latya11,401.81494370197373
Latya11,LatyaJunction(Outbound),379.13825972109794
LatyaJunction(Outbound),SoiLatya17,401.6218860911455
SoiLatya17,SomdetChaoprayaHospital(LatyaSide),337.43589422514185
SomdetChaoprayaHospital(LatyaSide),KlongsanMarket,344.36084037000575
KlongsanMarket,Iconsiam,420.6626699059518
Iconsiam,ThePeninsulaBangkok,418.5562345958177
ThePeninsulaBangkok,OppositeRongrianAnubanBanThai,446.32236813078225
OppositeRongrianAnubanBanThai,SoiCharoenNakhon17,343.7139555508354
SoiCharoenNakhon17,CharoenNakhon21-23,331.81125255919784
CharoenNakhon21-23,WatSawetchat,354.2333141482429
WatSawetchat,SoiCharoenNakhonSoi39,389.27650191922515
SoiCharoenNakhonSoi39,CharoenNakhonSoi51,402.95626979883065
CharoenNakhonSoi51,TalatCharoenNakhon,359.3871842947121
TalatCharoenNakhon,ThaiSeri(OppositeCharoenNakhon52),447.65411513400227
ThaiSeri(OppositeCharoenNakhon52),SoiCharoenNakhon57/1,404.5142453685189
SoiCharoenNakhon57/1,SoiCharoenNakhon59,459.5464959399594
SoiCharoenNakhon59,MeasuredBagngmchn,312.3010367689264
MeasuredBagngmchn,SoiMataNuSon,386.91975099706906
SoiMataNuSon,Rama3Soi1,380.2612092997485
Rama3Soi1,MubanAnothai,432.7691479643441
MubanAnothai,OppositeMonthienHotel,447.3794954940435
OppositeMonthienHotel,NueaTaiIntersection,340.912154545512
NueaTaiIntersection,BangKoe,434.7492187402859
BangKoe,ThainamthipCompany,460.6089304082806
ThainamthipCompany,Icc,344.0696210108124
Icc,SoiWatDokMai,329.20325518023685
SoiWatDokMai,PaiKonYaekSathupradit,366.8956152836043
PaiKonYaekSathupradit,HondaYaekSathupradit,354.69807697214964
HondaYaekSathupradit,NumsangEngineeringCompany,338.0216174383913
NumsangEngineeringCompany,OppositeWatPariwas,425.3548831385309
OppositeWatPariwas,OppositeWatDarn,453.8508247534587
OppositeWatDarn,RamaIiiSoi53,342.59041139595337
RamaIiiSoi53,WatKlongMai,326.5837945667026
WatKlongMai,WatKhlonguom,329.1770024267995
WatKhlonguom,HuaPlaChongNonsi,367.91272588674394
HuaPlaChongNonsi,WatChongnonsi,475.239153265093
WatChongnonsi,Phraram3Soi71,362.92253478225496
Phraram3Soi71,Phraram3Soi73,475.72256339321757
Phraram3Soi73,NangLinJeeMarket,348.62193560839904
NangLinJeeMarket,NanglinchiSoi2,488.1195304270799
NanglinchiSoi2,SoiPattanasin,343.79788481794077
SoiPattanasin,RajamangalaUniversityOfTechnologyKrungthep,446.90392898016563
