from,to,distance
HappyLand,KhlongChanStadium,331.3376609852281
KhlongChanStadium,Na,300.0177314952308
Na,Kankhehahaengchat,294.4931480426221
Kankhehahaengchat,OppositeRongrianBanBangKapi,290.2790343134283
OppositeRongrianBanBangKapi,OppositeSanphakonPhuenthi3NawaMin,301.4538987380093
OppositeSanphakonPhuenthi3NawaMin,OppositeSonoLatPhrao,388.2346408987081
OppositeSonoLatPhrao,TheMallBangkapi,390.9325842079426
TheMallBangkapi,MakroLadprao,349.8489255605759
MakroLadprao,TawanNa2,377.64421788472464
TawanNa2,OppositeRongphayabanWetThani,301.9935292274037
OppositeRongphayabanWetThani,OppositeLatPhrao107,307.48862580839244
OppositeLatPhrao107,LatPhrao130/1,281.2525426750741
LatPhrao130/1,RongrianSonKhomphiotoeSaek-LatPhrao,400.7645060558937
RongrianSonKhomphiotoeSaek-LatPhrao,LatPhraoSoi126,274.19720655932787
LatPhraoSoi126,SoiLatPhrao122,365.35459626502944
SoiLatPhrao122,OppositeLatPhraoHospital,304.0074188508267
OppositeLatPhraoHospital,OppositeFutLaen,356.0464084731613
OppositeFutLaen,LatPhraoSoi114BangkokSuksaSchool,367.2222668699931
LatPhraoSoi114BangkokSuksaSchool,LatPhraoSoi112BangkokSuksaSchool,295.33001143309855
LatPhraoSoi112BangkokSuksaSchool,OppositeSamnaknganKhetWangThonglang,272.71264794092065
OppositeSamnaknganKhetWangThonglang,OppositeImperialLatPhrao,278.97621745877404
OppositeImperialLatPhrao,LatPhrao92,372.3080809431932
LatPhrao92,Ladplaow71,321.9424975843422
Ladplaow71,LatPhraoSoi80,401.6881422437866
LatPhraoSoi80,OppositeLatPhaoPostOffice,276.45661739852915
OppositeLatPhaoPostOffice,SoiLatPhraoSoi64,365.7688165471393
SoiLatPhraoSoi64,KromPhaenthiThahan,283.98178515103064
KromPhaenthiThahan,LatPhraoSoi58,387.24112538484616
LatPhraoSoi58,OppositeLatPhraoSaphan2Market,338.45270707890785
OppositeLatPhraoSaphan2Market,PhibunUpathamSchool,358.06340280941015
PhibunUpathamSchool,Phawana,395.4387232450456
Phawana,SoiLatPhrao42,299.3958739343201
SoiLatPhrao42,SoiLatPhrao40,408.7319346211378
SoiLatPhrao40,SoiLatPhrao38,285.42951661121344
SoiLatPhrao38,YaekRatDa,273.5201578976299
YaekRatDa,SoiLatPhrao28,355.19591160461425
SoiLatPhrao28,BusStopMRTLatPhraoStation,391.26092539167155
BusStopMRTLatPhraoStation,SoiLatPhrao26,323.29034118264116
SoiLatPhrao26,SoiLatPhrao22,345.1299862225106
SoiLatPhrao22,SoiLatPhrao20,378.93260059643114
SoiLatPhrao20,LatPhraoSoi14,303.2841870096
LatPhraoSoi14,SoiLatPhrao12,396.9667449435533
SoiLatPhrao12,SiamComercialBankLatphrao,328.7969555335409
SiamComercialBankLatphrao,OppositeAkhanPhromPhan,273.91495304550176
OppositeAkhanPhromPhan,LatPhraoIntersection(LatPhraoSoi4),367.5978225248943
LatPhraoIntersection(LatPhraoSoi4),PakThangLatPhrao-WiphawadiRangSit,373.53314053444393
PakThangLatPhrao-WiphawadiRangSit,TmbHeadquarter,276.85320729185395
TmbHeadquarter,OppositeChatuchakPark,334.41556536200045
OppositeChatuchakPark,DepartmentOfLandTransport,299.84124618224854
DepartmentOfLandTransport,Phahonyothin18,356.33491728371035
Phahonyothin18,OppositeWatPhaiton,290.37235506309787
OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),410.27659615651953
BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,386.3716598027551
BangsuePoliceStation,SaiLom(Phahonyothin8),409.48576982565135
SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),366.3925076406265
BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),290.25973244926274
Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),359.47709010567627
Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),314.64247802930555
BusStopBTSSanampao(Exit4),Channel5,394.2171180552969
Channel5,LueCha(OppositePhahonyothin1),301.1517969567681
LueCha(OppositePhahonyothin1),VictoryMonument(RatchawithiSide),286.3806682527695
VictoryMonument(RatchawithiSide),ChildrenHospital,316.9938973299203
ChildrenHospital,TheBangkokSchoolForTheBlind,394.71243283533346
TheBangkokSchoolForTheBlind,GovernmentPharmaceuticalOrganization,372.8246255757192
GovernmentPharmaceuticalOrganization,MinistryOfIndustry,375.17864453819516
MinistryOfIndustry,DepartmentOfHighway,323.9328146806415
DepartmentOfHighway,RatchathewiThungphayathaiKhamYaekSaowanee,376.14783852165135
RatchathewiThungphayathaiKhamYaekSaowanee,RangRodfaiSawankalokRd.YaekYommarat,282.436421890765
RangRodfaiSawankalokRd.YaekYommarat,MissionHospitalMahanak,347.996764253872
MissionHospitalMahanak,OppositeNationalEconomicAndSocialDevelopmentBoard,270.23866466915433
OppositeNationalEconomicAndSocialDevelopmentBoard,OppositeWatKhaeNangLoeng,413.204375249855
OppositeWatKhaeNangLoeng,Phukhaothong,364.4143137813831
Phukhaothong,Worachak,283.1716988310174
Worachak,Chakkawat,279.22931596062085
Chakkawat,WatChaichanaSongkhram(WatTuek),297.08761480614135
WatChaichanaSongkhram(WatTuek),Sampeng-Phahurat,359.4320942114579
Sampeng-Phahurat,SaphanPhutBusTerminal,361.05950171691853
