from,to,distance
HappylandJunction(GoingOut),NMarkPlaza(Nomchit),455.23059024186625
NMarkPlaza(Nomchit),TheMallBangkapi,367.3123301300232
TheMallBangkapi,MakroLadprao,411.9054792457909
MakroLadprao,TawanNa2,347.551516685929
TawanNa2,OppositeRongphayabanWetThani,446.0316097603383
OppositeRongphayabanWetThani,OppositeLatPhrao107,320.7259430905812
OppositeLatPhrao107,LatPhrao130/1,464.06734583964936
LatPhrao130/1,RongrianSonKhomphiotoeSaek-LatPhrao,462.81199467311933
RongrianSonKhomphiotoeSaek-LatPhrao,LatPhraoSoi126,420.615212799931
LatPhraoSoi126,SoiLatPhrao122,364.5271368811176
SoiLatPhrao122,OppositeLatPhraoHospital,458.1149736498131
OppositeLatPhraoHospital,OppositeFutLaen,340.58935336289375
OppositeFutLaen,LatPhraoSoi114BangkokSuksaSchool,434.13115914659096
LatPhraoSoi114BangkokSuksaSchool,LatPhraoSoi112BangkokSuksaSchool,457.39207748841966
LatPhraoSoi112BangkokSuksaSchool,OppositeSamnaknganKhetWangThonglang,472.52541697681477
OppositeSamnaknganKhetWangThonglang,OppositeImperialLatPhrao,396.947061910629
OppositeImperialLatPhrao,LatPhrao92,415.95642103671247
LatPhrao92,Ladplaow71,346.8671588615884
Ladplaow71,LatPhraoSoi80,389.35606197133774
LatPhraoSoi80,OppositeLatPhaoPostOffice,377.9060945810332
OppositeLatPhaoPostOffice,SoiLatPhraoSoi64,367.2284564193782
SoiLatPhraoSoi64,KromPhaenthiThahan,436.02804224139527
KromPhaenthiThahan,LatPhraoSoi58,447.0872395270062
LatPhraoSoi58,OppositeLatPhraoSaphan2Market,399.57750080368476
OppositeLatPhraoSaphan2Market,PhibunUpathamSchool,384.0730519600883
PhibunUpathamSchool,Phawana,369.80128175002375
Phawana,SoiLatPhrao42,426.63265543896114
SoiLatPhrao42,SoiLatPhrao38,423.43522241678414
SoiLatPhrao38,YaekRatDa,466.36123742475024
YaekRatDa,SoiLatPhrao28,328.5803568717271
SoiLatPhrao28,BusStopMRTLatPhraoStation,458.80413840008873
BusStopMRTLatPhraoStation,SoiLatPhrao26,436.0739287600817
SoiLatPhrao26,SoiLatPhrao22,429.86441075607195
SoiLatPhrao22,SoiLatPhrao20,440.63556310683646
SoiLatPhrao20,SoiLatPhrao12,416.00678293345874
SoiLatPhrao12,SiamComercialBankLatphrao,462.09418216339833
SiamComercialBankLatphrao,OppositeAkhanPhromPhan,392.8182044483173
OppositeAkhanPhromPhan,LatPhraoIntersection(LatPhraoSoi4),329.33557211192186
LatPhraoIntersection(LatPhraoSoi4),PakThangLatPhrao-WiphawadiRangSit,348.4869775826432
PakThangLatPhrao-WiphawadiRangSit,TmbHeadquarter,346.878488212273
TmbHeadquarter,OppositeChatuchakPark,463.21702919361746
OppositeChatuchakPark,DepartmentOfLandTransport,434.5903994501363
DepartmentOfLandTransport,Phahonyothin18,348.76054720331894
Phahonyothin18,OppositeWatPhaiton,323.4196539273536
OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),398.63150140185905
BusStopBTSSaphanKhwai(Exit2),PraDiPhatSoi20,347.4600440975992
PraDiPhatSoi20,RongraemMiDoHoten,364.24360923197054
RongraemMiDoHoten,SamnaknganLekhathikan,354.07371088167343
SamnaknganLekhathikan,OppositeSamsenSchool,373.45234584265114
OppositeSamsenSchool,MinistryOfFinance,423.9999138308806
MinistryOfFinance,SoiSatsana,332.2115571202197
SoiSatsana,MwaSamsen,458.7011311581038
MwaSamsen,SoiSuanNgoen,441.6071660930632
SoiSuanNgoen,GovernmentPharmaceuticalOrganization,377.0094838056113
GovernmentPharmaceuticalOrganization,MinistryOfIndustry,428.170427697151
MinistryOfIndustry,DepartmentOfHighway,323.49149260183015
DepartmentOfHighway,RatchathewiThungphayathaiKhamYaekSaowanee,334.037776977656
RatchathewiThungphayathaiKhamYaekSaowanee,RangRodfaiSawankalokRd.YaekYommarat,421.12779039552413
RangRodfaiSawankalokRd.YaekYommarat,MissionHospitalMahanak,389.086611282425
MissionHospitalMahanak,OppositeNationalEconomicAndSocialDevelopmentBoard,378.419413056409
OppositeNationalEconomicAndSocialDevelopmentBoard,OppositeWatKhaeNangLoeng,335.0145115691219
OppositeWatKhaeNangLoeng,ThaiAirwaysBuilding,477.35303904222934
ThaiAirwaysBuilding,WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,328.41442961946825
WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),417.37482152456255
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,330.60924109829745
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,417.62493239705003
OppositeKongSalak,Sanamluang(SupremeCourt),506.5073901264038
Sanamluang(SupremeCourt),WatPhraKaew(ThaChangPier),334.8452462406602
WatPhraKaew(ThaChangPier),OppositeNakarapiromPark,366.06064400093504
OppositeNakarapiromPark,WatPhoThaTian,510.11590746914726
