from,to,distance
HuaLamphongBusTerminal,HuaLamphong(RongMueangSide),279.060524193726
HuaLamphong(RongMueangSide),WatDuangkhae,337.21718750863266
WatDuangkhae,YaekMahanakhon,276.12245041249037
YaekMahanakhon,SaphanLueang,251.83255130153853
SaphanLueang,Chulalongkorn9,291.1667781971209
Chulalongkorn9,Chulalongkorn11,260.69227642028915
Chulalongkorn11,SamYanIntersection,251.9888029881071
SamYanIntersection,Chulalongkorn(FacultyOfEducation),307.58528477559224
Chulalongkorn(FacultyOfEducation),Chulalongkorn(ChamchuriArtGallery),347.2559834631549
Chulalongkorn(ChamchuriArtGallery),MbkCenter,274.2504669067492
MbkCenter,BusStopBTSNationalStation,249.13824367476815
BusStopBTSNationalStation,ChumchonBanKhrua,310.6259437094559
ChumchonBanKhrua,SchoolKingpetch,275.38858649546296
SchoolKingpetch,MoRatchaphatWalaiYoLongKonSunKrungthep,294.8175675864701
MoRatchaphatWalaiYoLongKonSunKrungthep,OppositeBangkokBusinessCollege,267.13457680433277
OppositeBangkokBusinessCollege,OppositePantipPratunam,306.5550558507147
OppositePantipPratunam,PhetRama,245.63370534999646
PhetRama,MetroMallPratunam,275.4717636509329
MetroMallPratunam,OppositeWatMakkasan,278.0142527058216
OppositeWatMakkasan,NikhomMakkasan(PhetchaburiRoadOutbound),293.4687548207788
NikhomMakkasan(PhetchaburiRoadOutbound),TheRoofThanapoom,346.7806378355404
TheRoofThanapoom,OppositeRongrianSenDoMiNik,313.71355288323326
OppositeRongrianSenDoMiNik,OppositeMahawitthayalaiMosowoPrasanMit,280.90554274251275
OppositeMahawitthayalaiMosowoPrasanMit,SukiRueanPhet,324.670568014493
SukiRueanPhet,ItalianCompanies-Thailand,288.15263002282506
ItalianCompanies-Thailand,OppositeWatMaiChongLom(ItalthaiIndustrialCo.Ltd.(HeadOffice)),274.1682781589908
OppositeWatMaiChongLom(ItalthaiIndustrialCo.Ltd.(HeadOffice)),PhetchaburiSoi47,311.1285568885571
PhetchaburiSoi47,ChanItSaThaoWoe2PhetchaburiTatMai,317.71675080571566
ChanItSaThaoWoe2PhetchaburiTatMai,ThongLoNueaIntersection(Outbound),254.9745095491559
ThongLoNueaIntersection(Outbound),EkkamaiIntersection(PhetcharavejHospital),343.3746880585332
EkkamaiIntersection(PhetcharavejHospital),PhetcharavetHospital,327.39002601365945
PhetcharavetHospital,TalatKhlongtan,231.63188199790216
TalatKhlongtan,FoodlandPerfectPlace(Ramkhamhaeng7).,260.32356187536664
FoodlandPerfectPlace(Ramkhamhaeng7).,KindergartenDivineMindTheMallRamkhamhaeng3.,343.424103077348
KindergartenDivineMindTheMallRamkhamhaeng3.,BigCRamkhamhaeng,311.51374108742925
BigCRamkhamhaeng,WatThepleeSchoolMajorRamkhamhaeng,340.89388872488513
WatThepleeSchoolMajorRamkhamhaeng,PakSoiSoiRamKhamHang43/1,299.7990026577675
PakSoiSoiRamKhamHang43/1,RongrianWatThepLila,282.37623054554035
RongrianWatThepLila,OppositeRamkhamhaengUniversity,339.7426287576867
OppositeRamkhamhaengUniversity,SoiRamkhamhaeng59(OppositeTheStadium(Sports)),327.1454809943828
SoiRamkhamhaeng59(OppositeTheStadium(Sports)),MakPoliceStation,253.67259292921622
MakPoliceStation,AmkhamhaengSoi77OppositeOsotspaUniversity.,254.41338981516486
AmkhamhaengSoi77OppositeOsotspaUniversity.,OppositeRamkhamhaengHospital(OppositeThaiNamthipRamkhamhaeng),310.8463199519524
OppositeRamkhamhaengHospital(OppositeThaiNamthipRamkhamhaeng),SoiRamkhamhaeng83/2HotelsAnda.,269.6037862776208
SoiRamkhamhaeng83/2HotelsAnda.,LamsaleeIntersection(RamkhamhaengSoi95),310.0824969313962
LamsaleeIntersection(RamkhamhaengSoi95),BangkokCondo(SeparatedPine),337.4463391942102
BangkokCondo(SeparatedPine),BorisatAemWe,263.4372695490933
BorisatAemWe,WatSiBunRueang,287.7627401750351
WatSiBunRueang,OppositeRamkamhaeng68,332.38027451997255
OppositeRamkamhaeng68,BanMaIntersection(SoiRuamChai),265.6624727650528
BanMaIntersection(SoiRuamChai),SunISuSuRamKhamNgae,269.0503220306404
SunISuSuRamKhamNgae,RamkhamhaengSoi125,285.3176679156171
RamkhamhaengSoi125,MubanDecha2,312.49955961590905
MubanDecha2,OppositeMubanRungKit,310.88913177154944
OppositeMubanRungKit,OppositeMubanThitiPhon1,276.28969427928354
OppositeMubanThitiPhon1,RongrianSoMapha(OppositeMubanChuanChuen),327.5092292442585
RongrianSoMapha(OppositeMubanChuanChuen),HospitalMedicalKarun,317.8125433315092
HospitalMedicalKarun,OppositeMubanSammaKon,314.767642665524
OppositeMubanSammaKon,OppositeMubanPhruetsaChat,264.31088569182316
OppositeMubanPhruetsaChat,RamkhamhaengSoi151/1,281.8816927783931
RamkhamhaengSoi151/1,OppositeMubanKetsari2,253.65793419900984
OppositeMubanKetsari2,OppositeKhlongChanWinLa4,264.798548781366
OppositeKhlongChanWinLa4,OppositeRongrianTriamUdomNomKlao,254.25738885665527
OppositeRongrianTriamUdomNomKlao,OppositeMubanTharaRom,240.02638801508644
OppositeMubanTharaRom,OppositeKhlongChanWinLa7,315.44313957624934
OppositeKhlongChanWinLa7,OppositeMubanPreecha2,273.3050997899459
OppositeMubanPreecha2,OppositeBorisatMitThin,319.0877466155229
OppositeBorisatMitThin,OppositeRamkhamhaengSoi162,263.67244376100956
OppositeRamkhamhaengSoi162,OppositeMubanTharaKon,324.4428704965112
OppositeMubanTharaKon,OppositeKromsanphakonPhuenthi11,245.0342423626059
OppositeKromsanphakonPhuenthi11,OppositeThepAksornSchool,311.57757209304
OppositeThepAksornSchool,RamKhamNgaeSoi189,288.62901860810734
RamKhamNgaeSoi189,OppositeMubanRinThong,294.19806493727975
OppositeMubanRinThong,Big-CSukhaphiban3,305.28835772077326
Big-CSukhaphiban3,KhehaRamKhamNgae,219.43572845841604
KhehaRamKhamNgae,OppositeMubanRungNapha2,278.96171062483455
OppositeMubanRungNapha2,OppositeBigCYaekRomklao,316.8066795712791
OppositeBigCYaekRomklao,OppositeMinburiPoliceStation,305.1627098386393
OppositeMinburiPoliceStation,SatriSethabutBamphenSchool,287.0606110271619
SatriSethabutBamphenSchool,RamaIxCommemorationParkMinburi,211.57393564610632
RamaIxCommemorationParkMinburi,Chatuchak2MarketMinburi,314.6762891825069
Chatuchak2MarketMinburi,Navamin9Hospital,201.2855800912825
Navamin9Hospital,MinBuriIntersection(OppositeSoiTakhian),272.7348708057195
