from,to,distance
RangsitBusDepot,Rattanakosin200YearsVillage,653.7481602152228
Rattanakosin200YearsVillage,PathumvechHospital,661.6677325142506
PathumvechHospital,FutureParkRangsit,674.2617772885225
FutureParkRangsit,MajorRangsit,485.28491433354185
MajorRangsit,ThanyaburiSchool,581.050833412091
ThanyaburiSchool,ChokchaiFarm,459.02034507186545
ChokchaiFarm,OppositeWatPrayunChindaRamPhahonYothin84,540.4145502299907
OppositeWatPrayunChindaRamPhahonYothin84,HospitalDoctorsRangsit,517.8951614144429
HospitalDoctorsRangsit,ZeerRangsit,623.7249956542878
ZeerRangsit,LamLukkaInteresectionLamLukkaMarket,571.4653402374445
LamLukkaInteresectionLamLukkaMarket,Komo27SoiPhahonYothin62/2Yaek2-1,531.3513907618886
Komo27SoiPhahonYothin62/2Yaek2-1,BeecareHospital,667.6492804826736
BeecareHospital,Soi39.MubanKaDenHom,635.8496985316374
Soi39.MubanKaDenHom,SoiAenNek,676.7865148579248
SoiAenNek,Km.26,455.5339990393027
Km.26,Komo25PhahonYothin54/4,611.7162921860922
Komo25PhahonYothin54/4,PratuKrungthep,524.5076793506947
PratuKrungthep,YaekKhopo,678.696650794931
YaekKhopo,RongrianNairuea,499.0749350311935
RongrianNairuea,HoprachumKaNotRat,455.4884539866506
HoprachumKaNotRat,RongrianRitThiYa,567.9286447294702
RongrianRitThiYa,SamosonThahanAkat,521.1417692889434
SamosonThahanAkat,BhumibolAdulyadejHospital,568.336589747257
BhumibolAdulyadejHospital,YaekThaDindaengOppositeRongrianSenathikanThahanAkat,603.9988143277548
YaekThaDindaengOppositeRongrianSenathikanThahanAkat,YaekWatKo,539.777524031912
YaekWatKo,SaphanMai,585.6392816526637
SaphanMai,SoiChokdi2,617.731096597261
SoiChokdi2,BigCSaphanMai,545.5126612882144
BigCSaphanMai,SoiEssoCentralHospital,473.4144486167733
SoiEssoCentralHospital,OppositePhahonYotinSoi67/1,610.4055067081836
OppositePhahonYotinSoi67/1,ThanakhanThaiphanit,480.92077696270627
ThanakhanThaiphanit,MubanFonthong,595.4793097040882
MubanFonthong,TescoLotusLaksiBangCommunicationsRegimentArmy.,587.0672566640234
TescoLotusLaksiBangCommunicationsRegimentArmy.,ElectricityKhen11ThInfantryRegiment(Gate1),671.7910623134105
ElectricityKhen11ThInfantryRegiment(Gate1),OppositeBangkhenBusDepot,639.1947044607272
OppositeBangkhenBusDepot,OppositePhahonyothin51,460.43010475062397
OppositePhahonyothin51,11ThInfantryRegiment(Gate2),494.44491530471674
11ThInfantryRegiment(Gate2),11ThInfantryRegiment(Gate3),651.143689012576
11ThInfantryRegiment(Gate3),WatBangbua,535.9760606673889
WatBangbua,SripatumUniversity,532.4517247174474
SripatumUniversity,SarawittayaSchool,466.865646032655
SarawittayaSchool,RtaChemicalDept.,549.8565145969939
RtaChemicalDept.,MaruayHotel,631.1619797736921
MaruayHotel,BaacHeadquarter,490.743635933147
BaacHeadquarter,OppositeKasetsartU(PhahonyothinSide),480.2150233958331
OppositeKasetsartU(PhahonyothinSide),AmonphanMarket(SoiAmonphan),484.0343030763171
AmonphanMarket(SoiAmonphan),OppositeKasetsartUniversity,560.7908849708742
OppositeKasetsartUniversity,Kaset,572.0739486922705
Kaset,Latyoa,593.4876459179045
Latyoa,Ladyao,592.1672653430452
Ladyao,OppositeChinKhet2,695.571211354566
OppositeChinKhet2,F1Chinnakhet(Nukhonthon),518.1394172380026
F1Chinnakhet(Nukhonthon),PhongphetIntersection(PhongPhetDamnoen),635.6206897126998
PhongphetIntersection(PhongPhetDamnoen),TheMallNgamwongwan,632.1013809125718
TheMallNgamwongwan,OppositePantipNgamwongwan,625.9186621431246
OppositePantipNgamwongwan,OppositeWatBuaKwan,538.9733499673342
OppositeWatBuaKwan,SoiSatsana,611.2175591617885
SoiSatsana,MwaSamsen,540.7755699233744
MwaSamsen,SoiSuanNgoen,540.0952473394415
SoiSuanNgoen,PhramongkutklaoCollegeOfMedicine,679.2026543536537
PhramongkutklaoCollegeOfMedicine,PhayathaiPalace,676.7349882501475
PhayathaiPalace,PhramongkutklaoHospital,554.0636542637751
PhramongkutklaoHospital,VictoryMonument(PhahonYothinSide),542.214120705999
