from,to,distance
VictoryMonument(DinDaengSide),OppositeSantiphapPark,604.0431394968836
OppositeSantiphapPark,OncbOffice,573.4951073044309
OncbOffice,VeteransHospital,650.0167894913343
VeteransHospital,ThisSecondarySchool,583.8634613079178
ThisSecondarySchool,OppositeUtcc,714.6081874196551
OppositeUtcc,ArmyStadium,660.7635217740402
ArmyStadium,ArmyClub,671.196824407339
ArmyClub,BangkokPanGroupBusiness,687.7906125761999
BangkokPanGroupBusiness,SutthisanIntersection(ViphavadiRangsitRoad),687.6103930277478
SutthisanIntersection(ViphavadiRangsitRoad),AkhanAmata,733.0733493109625
AkhanAmata,Children'SPalaceViphawadiSoi3OppositeChockchairuammit,669.1061948347804
Children'SPalaceViphawadiSoi3OppositeChockchairuammit,5Viphawadi,515.5754114318036
5Viphawadi,OppositeosedThaiAirwaysInternational(Headquarters),632.4121086843049
OppositeosedThaiAirwaysInternational(Headquarters),ThaiYonRat,540.5647408628486
ThaiYonRat,Mahanakhon,703.3149793520171
Mahanakhon,RongrianSenChon,597.9455073410827
RongrianSenChon,CentralLadprao,640.9374338709613
CentralLadprao,OppositeCrimeSuppressionDivision,626.8306229557113
OppositeCrimeSuppressionDivision,OppositeSatriWoranatBangkhenSchool,513.8646196246965
OppositeSatriWoranatBangkhenSchool,OppositeElephantBuilding,549.4387958932823
OppositeElephantBuilding,ThaivichitsilpArtSchool,603.7723697074946
ThaivichitsilpArtSchool,OppositeMayoHospital,537.939806438094
OppositeMayoHospital,KasetIntersection(Amornpan),735.5745093857902
KasetIntersection(Amornpan),AmonphanMarket(SoiAmonphan),751.491318710457
AmonphanMarket(SoiAmonphan),OppositeKasetsartUniversity,696.2286167228057
OppositeKasetsartUniversity,Kaset,735.9465228983235
Kaset,OppositeChinKhet2,693.3549973895432
OppositeChinKhet2,F1Chinnakhet(Nukhonthon),494.3656424585022
F1Chinnakhet(Nukhonthon),PhongphetIntersection(PhongPhetDamnoen),670.4929215839151
PhongphetIntersection(PhongPhetDamnoen),SuanAhanFriday,690.3718116667538
SuanAhanFriday,SoiPrachaChuen-Nonthaburi2,617.6317889197352
SoiPrachaChuen-Nonthaburi2,SoiPrachaChuen-Nonthaburi4,707.2567902908637
SoiPrachaChuen-Nonthaburi4,SoiPrachaChuen-Nonthaburi5,692.1756680665383
SoiPrachaChuen-Nonthaburi5,OppositeDhurakijPunditUniversity,490.85169569718255
OppositeDhurakijPunditUniversity,SamakkeeSoi62,643.5543785914958
SamakkeeSoi62,PrachaOoppositeathumSchool,557.0013645434167
PrachaOoppositeathumSchool,MubanPrachaniwet2SoiSamakkee65,531.4973373644873
MubanPrachaniwet2SoiSamakkee65,MubanPromnivej,594.0406585965976
