from,to,distance
HuaLamphongBusTerminal,HuaLamphongRailwayStation,488.68360456116443
HuaLamphongRailwayStation,YaekMahanakhon,464.1433892772098
YaekMahanakhon,SaphanLueang,375.3043744805878
SaphanLueang,Chulalongkorn9,414.21980554904275
Chulalongkorn9,Chulalongkorn11,530.2770148283008
Chulalongkorn11,SamYanIntersection,377.47069388901383
SamYanIntersection,Chulalongkorn(Law/CommunicationArts),441.726675285851
Chulalongkorn(Law/CommunicationArts),Chulalongkorn(FacultyOfEducation),424.80800661056185
Chulalongkorn(FacultyOfEducation),Chulalongkorn(ChamchuriArtGallery),413.0888486112849
Chulalongkorn(ChamchuriArtGallery),MbkCenter,465.8167804966667
MbkCenter,BusStopBTSRatchathewi(Exit3),499.8716214589519
BusStopBTSRatchathewi(Exit3),PhayathaiPlaza,465.2627939027417
PhayathaiPlaza,RatchathewiDistrictOffice,479.527699626016
RatchathewiDistrictOffice,ArmyMedicalDepartment,491.01219123540164
ArmyMedicalDepartment,VictoryMonument(PhahonYothinSide),462.86150520962707
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),382.3116403918559
LueCha(Phahonyothin1),Phyathai2Hospital,503.70013463554744
Phyathai2Hospital,BusStopBTSSanampao(Exit1),371.4484345739897
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),457.27161814809585
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),370.58756218358735
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),411.30036009457467
BusStopBTSAri(Exit3),BorderPatrolPolice,483.9650440716869
BorderPatrolPolice,SenaRuam(Phahonyothin11),399.0935014854456
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),492.3500670495692
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,381.24514080078575
WatPhaiton,BusStopBTSMoChit(Exit3),470.4086142190454
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,449.2837764589976
OppositeTmbHeadquarterBank,ChatuchakPark(ViphavadiSide),524.206651648963
ChatuchakPark(ViphavadiSide),PttHeadquarter,489.14232630610803
PttHeadquarter,TourProperties,508.3877072931672
TourProperties,BorisatTriPhetThatCharinWitthayaBangKhen,470.97540789925637
BorisatTriPhetThatCharinWitthayaBangKhen,OppositeSamnakNgonKhetChatuchak,477.91762461353306
OppositeSamnakNgonKhetChatuchak,HeadquartersPolice191,426.6554011010176
HeadquartersPolice191,WatSamianNari,365.2028171604748
WatSamianNari,TheSeparationOfAgriculture,401.19268738676385
TheSeparationOfAgriculture,WatThawaSunthon,375.404311067093
WatThawaSunthon,OppositeDailynewsNewspaper,472.05354727470615
OppositeDailynewsNewspaper,PoliceStationTalatOppositePoliceClub,416.7904810717091
PoliceStationTalatOppositePoliceClub,OppositePathaiudomSchoolMiracleGrand,449.81047260574604
OppositePathaiudomSchoolMiracleGrand,ChulabhornResearchInstitute,375.25379089769365
ChulabhornResearchInstitute,ItSquare,493.8782950288128
ItSquare,WatLaksi,367.43848326145906
WatLaksi,TungsonghongHousing,359.2726865610895
TungsonghongHousing,OilCargo,522.0238142121623
OilCargo,DonMuangDistrictOffice,423.2521791342937
DonMuangDistrictOffice,DonMueangNewMarket,524.3901648356884
DonMueangNewMarket,WatDonMueang,448.5310545780715
WatDonMueang,FaiChangDonMueang,397.2659772513307
FaiChangDonMueang,DonmuangThaharnagardbumroongSchoolPoliceStationDonmuang,521.4626449236885
DonmuangThaharnagardbumroongSchoolPoliceStationDonmuang,ThaninthonVillageWiphawadiRangSit35,408.4920997312083
ThaninthonVillageWiphawadiRangSit35,MubanYuCharoen,449.3298826076133
MubanYuCharoen,WipawadeeRangsit39YingohranVillage,483.6916010796101
WipawadeeRangsit39YingohranVillage,PaholyothinSchool,392.96713303454214
PaholyothinSchool,WangthongHouse,506.67899242561634
WangthongHouse,RongrianSangkhit,418.47896328778063
RongrianSangkhit,BigCOppositeZeerRangsit,507.8351235385665
BigCOppositeZeerRangsit,SrimummuangMarket,518.795671250967
SrimummuangMarket,WatPrayoonSivaleeVillage,469.75545410268774
WatPrayoonSivaleeVillage,RangsitUniversity,413.14482129740236
RangsitUniversity,MakroRangsit,466.94767914210166
MakroRangsit,RangsitMarket,388.29223279387037
RangsitMarket,OppositeMubanRattanakosin200Pi,397.11837909758356
OppositeMubanRattanakosin200Pi,RangsitBusDepot,366.6718660753074
