from,to,distance
SaphanPhutBusTerminal,PakKlongTalad,816.5129364912412
PakKlongTalad,PakKlongTalad(KhlongLod),1011.2581038744903
PakKlongTalad(KhlongLod),SinDamRong,948.5090897577185
SinDamRong,Klongthom(CharoenkrungSide),816.9287724064375
Klongthom(CharoenkrungSide),KwongsiewHospital,810.7612530564336
KwongsiewHospital,MaitriChit,706.1635884836212
MaitriChit,BusStopMRTHuaLamphong(Exit3),1026.3275975613622
BusStopMRTHuaLamphong(Exit3),YaekSaphanLueang[C],758.7666609016466
YaekSaphanLueang[C],OppositeChiangkongSamyan,831.3984633536161
OppositeChiangkongSamyan,YaekCharatmueang[A],722.4628950469858
YaekCharatmueang[A],RongmueangPostOffice,769.0920650314348
RongmueangPostOffice,OppositeChulalongkorn4-6,786.4428268712744
OppositeChulalongkorn4-6,SathabanTheknoloyiPathumWan,885.8387312880699
SathabanTheknoloyiPathumWan,BangkokArt&CultureCenter,986.079592943212
BangkokArt&CultureCenter,SiamCenter,903.7118204957294
SiamCenter,WatPathumWanaram,779.178593397778
WatPathumWanaram,CentralWorld,952.3685667744337
CentralWorld,IndraSquarePratunam,878.8411973808776
IndraSquarePratunam,OppositeSoiRangNam,835.8332274313204
OppositeSoiRangNam,OppositeWatTaphan,972.6991996152148
OppositeWatTaphan,OncbOffice,1007.1790843725499
OncbOffice,PiboonPrachasanSchool,996.3658635375409
PiboonPrachasanSchool,RajanukulInstitute,776.5503908069855
RajanukulInstitute,OppositeFatimaCatholicChurch,907.8552097380341
OppositeFatimaCatholicChurch,KhwanPhatthanaMarket,771.0518533397138
KhwanPhatthanaMarket,SoiPopan,954.5566830611909
SoiPopan,FortuneTown,897.9950747383904
FortuneTown,EmbassyOfChina,754.973597336452
EmbassyOfChina,EsplanadeRatchadapisek,792.9581872502343
EsplanadeRatchadapisek,BigcRatchadapisek,908.8586803876495
BigcRatchadapisek,OppositeTriamudomRatchadaSchool,855.6859889674844
OppositeTriamudomRatchadaSchool,TheEmeraldHotel,969.1062247288032
