from,to,distance
Mochit2BusDepot,QueenSirikitPark,476.0336657425187
QueenSirikitPark,JjMall,462.3205889850854
JjMall,ChatuchakMarket(Gate1),498.9205594986952
ChatuchakMarket(Gate1),BusStopBTSMoChit(Exit3),610.1258280655516
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,538.9369023448505
OppositeTmbHeadquarterBank,CentralLadprao,671.2717084350955
CentralLadprao,OppositeCrimeSuppressionDivision,510.1603843605277
OppositeCrimeSuppressionDivision,OppositeSatriWoranatBangkhenSchool,687.4063160879775
OppositeSatriWoranatBangkhenSchool,OppositeElephantBuilding,474.15447824114284
OppositeElephantBuilding,ThaivichitsilpArtSchool,681.787325742511
ThaivichitsilpArtSchool,OppositeMayoHospital,503.57503051427375
OppositeMayoHospital,KasetIntersection(Amornpan),584.4196792688905
KasetIntersection(Amornpan),AmonphanMarket(SoiAmonphan),556.9541561861571
AmonphanMarket(SoiAmonphan),OppositeKasetsartUniversity,688.9025359659053
OppositeKasetsartUniversity,Kaset,588.0400157268255
Kaset,Ladyao,631.5308697852436
Ladyao,OppositeChinKhet2,548.8984856854396
OppositeChinKhet2,F1Chinnakhet(Nukhonthon),502.9446914343132
F1Chinnakhet(Nukhonthon),PhongphetIntersection(PhongPhetDamnoen),513.1044364608035
PhongphetIntersection(PhongPhetDamnoen),TheMallNgamwongwan,654.3819942623004
TheMallNgamwongwan,OppositePantipNgamwongwan,566.8463603775549
OppositePantipNgamwongwan,OppositeWatBuaKwan,497.9948681071517
OppositeWatBuaKwan,NgamwongwarnSoi4,668.0690483932565
NgamwongwarnSoi4,SoiIgneous,575.3192444543636
SoiIgneous,LotusNonthaburi,668.4417782703301
LotusNonthaburi,SathaniWitthayuDaothiamNonthaburi,519.4271897576112
SathaniWitthayuDaothiamNonthaburi,SupplyDepartmentOfArmySoiSoi31.,582.1244041441847
SupplyDepartmentOfArmySoiSoi31.,ToshibaSoiSoi39.,614.9089770683967
ToshibaSoiSoi39.,ThoOmsinSakhaTiWaNon,628.3634712332682
ThoOmsinSakhaTiWaNon,OppositeSoiUnityTipwalisDrivingSchoolCommunityGoldenSand.,541.4942653718198
OppositeSoiUnityTipwalisDrivingSchoolCommunityGoldenSand.,OppositeRoyalIrrigationDepartment,587.950605554991
OppositeRoyalIrrigationDepartment,IrrigationCollege,453.57485262395056
IrrigationCollege,MechoeHoLiWutPakKret,551.7442519251097
MechoeHoLiWutPakKret,GovernmentSavingsBankPakSchool,480.9947616462732
GovernmentSavingsBankPakSchool,WatBoPakNamSoiWatSanamNua,678.8762682776236
