from,to,distance
Suksanari2School,MubanPhetEkkachai(EkkachaiSoi130),348.4212567044038
MubanPhetEkkachai(EkkachaiSoi130),OppositeSoiEkkachai33Yaek1,358.23052718087087
OppositeSoiEkkachai33Yaek1,SoiMubanLalinWin,399.6051576040658
SoiMubanLalinWin,OppositeMubanChanika,384.91557166883
OppositeMubanChanika,WatBangBon,299.5987360066524
WatBangBon,EkkachaiSoi16(BangBonPoliceStation),339.2402394287916
EkkachaiSoi16(BangBonPoliceStation),EkkachaiSoi16,362.5239594541969
EkkachaiSoi16,OppositeThonBuriInstitutionForFemaleOffenders,315.4348047322353
OppositeThonBuriInstitutionForFemaleOffenders,Bangbon3Junction(Inbd),307.357286421683
Bangbon3Junction(Inbd),SoiEkkachai104,410.32032099615725
SoiEkkachai104,SoiEkkachai110,338.0580017249069
SoiEkkachai110,SoiEkkachai106,284.66661902330543
SoiEkkachai106,SoiMubanKaeoKan,386.8793156951905
SoiMubanKaeoKan,SoiEkkachai100,370.2971663837329
SoiEkkachai100,SoiEkkachai94,295.1401471445166
SoiEkkachai94,RongphayabanBangkok8International,343.2352693010929
RongphayabanBangkok8International,OppositeSamnaknganKhetBangBon,294.17800828019926
OppositeSamnaknganKhetBangBon,SoiEkkachai80,298.6584674755249
SoiEkkachai80,SoiEkkachai76,370.00631664641514
SoiEkkachai76,OppositeMubanSunthon7,416.9407715807053
OppositeMubanSunthon7,SoiEkkachai64/7,321.85980411774716
SoiEkkachai64/7,TalatsotEkkachai,386.6357620363574
TalatsotEkkachai,BangBonHospital,400.18664689515083
BangBonHospital,RongrianWichaiWitthaya,336.02297218825
RongrianWichaiWitthaya,OppositeBigCEkkachai,317.4422668360276
OppositeBigCEkkachai,SoiEkkachai46,365.00037695907764
SoiEkkachai46,EkkachaiSoi40,299.08758417991663
EkkachaiSoi40,OppositeMatthayornWatsingSchool,386.2095250907966
OppositeMatthayornWatsingSchool,EkkachaiSoi35/2,356.11971536567734
EkkachaiSoi35/2,SoiEkkachai30,366.98940124206604
SoiEkkachai30,SoiEkkachai24,330.08510033984476
SoiEkkachai24,SoiEkkachai16,323.51553354085945
SoiEkkachai16,SoiEkkachai10/1,411.09914092788705
SoiEkkachai10/1,SoiEkkachai10,419.347653296039
SoiEkkachai10,SoiEkkachai2,416.1739806623233
SoiEkkachai2,WutthakatIntersection(OppositeSois),313.77509820916055
WutthakatIntersection(OppositeSois),WutthakatSoi46,332.208257249297
WutthakatSoi46,WatNangnong,412.5311570660955
WatNangnong,Anamai29PhutNet(Soi36/2),309.6951364994789
Anamai29PhutNet(Soi36/2),SaphanWuThaKat1,413.8809084584364
SaphanWuThaKat1,ChumchonSantiSuk,361.3424249836527
ChumchonSantiSuk,TalatPhutPoliceStation,325.16341495789794
TalatPhutPoliceStation,MaliThongIntersection,280.07676213473394
MaliThongIntersection,YaowarakHospital,322.7236945121131
YaowarakHospital,SoiThoetThai22,385.52282559475384
SoiThoetThai22,TalatWatKlang,410.3570573000149
TalatWatKlang,YaekTalatPhlu,368.87623464563836
YaekTalatPhlu,WatRatKharue,281.46752530200365
WatRatKharue,WatInThraRam,327.4778558567046
WatInThraRam,WatInThaRam,390.8772152489308
WatInThaRam,ThonBuriDistrictOfficeWatWelurachin,377.44592198092244
ThonBuriDistrictOfficeWatWelurachin,BangYiRea(Inbound),392.6853112524326
BangYiRea(Inbound),RobinsonLatya,289.00764138565387
RobinsonLatya,TotLatya,300.172579523235
TotLatya,Latya11,325.68286753189625
Latya11,LatyaJunction(Outbound),358.5366628091543
LatyaJunction(Outbound),SoiLatya17,291.85965810196586
SoiLatya17,SomdetChaoprayaHospital(LatyaSide),320.0346715869422
SomdetChaoprayaHospital(LatyaSide),Somdetchaophraya20,373.5240904742943
Somdetchaophraya20,SomdetChaoprayaHospital,367.63478718784677
SomdetChaoprayaHospital,SoiSomdetchaophraya18,343.3227982102453
SoiSomdetchaophraya18,SoiSomdetchaophraya12,378.0066556237028
SoiSomdetchaophraya12,SoiSomdetchaophraya6,388.1669717777102
SoiSomdetchaophraya6,SuankularbWittayalaiSchool,356.182201049804
SuankularbWittayalaiSchool,BanMo,329.77384286451
BanMo,CharachonKlang,412.01334758341994
CharachonKlang,TerritorialDefenseCommand,391.69203869928265
TerritorialDefenseCommand,GrandPalace,395.37161568012976
GrandPalace,Sanamluang(OppositeSupremeCourt)Stop.1,332.13883842294615
Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,360.2654630647704
Sanamluang(OppositeSupremeCourt)Stop.2,NationalTheatre,269.97787493275433
NationalTheatre,PhraAthit,387.0026144692602
PhraAthit,OppositeBanPhraAthit,297.834021393727
OppositeBanPhraAthit,BanglumphuIntersection1,373.79734154343583
BanglumphuIntersection1,PhranakhonDistrictOffice,271.47350099125043
PhranakhonDistrictOffice,WatSampraya,340.76272661873594
WatSampraya,TheBankOfThailand,319.487190049501
TheBankOfThailand,ThewetBusTerminal(53R),350.6951999504572
ThewetBusTerminal(53R),KhuruSapha,300.403684166829
KhuruSapha,WangDaeng,370.8039413039671
