from,to,distance
ThaiyarnyonRomklao,NakharinGarden(Soi19/1),232.87140766474437
NakharinGarden(Soi19/1),Romklao19/3,234.75796363709307
Romklao19/3,SirintraVillage(Soi19/7),259.11959439305963
SirintraVillage(Soi19/7),RomklaoSoi21/2,225.01186466770483
RomklaoSoi21/2,ChaoKeethaIntersection,248.2197213113404
ChaoKeethaIntersection,HomemartRomklao,293.68608038868507
HomemartRomklao,Romklao21/6,206.10463044055254
Romklao21/6,OppositeSarasasWitaedRomklaoSchool,205.14344627413504
OppositeSarasasWitaedRomklaoSchool,Romklao21/9,282.61031377326816
Romklao21/9,DebsirinRomklaoSchool,287.4385292990617
DebsirinRomklaoSchool,WatBamrungRuen(Soi25),242.32198324716842
WatBamrungRuen(Soi25),Romklao25/2,214.37053961597388
Romklao25/2,SaranWongVillage(Soi25/3),263.64713961496733
SaranWongVillage(Soi25/3),RomRudeeVillage(Soi25/5),283.83724861573705
RomRudeeVillage(Soi25/5),RomsukVillage4(Soi25/7),236.93544946875295
RomsukVillage4(Soi25/7),LadkrabangTrainStation,291.5070559288582
LadkrabangTrainStation,Ladkrabang32,229.34138090143253
Ladkrabang32,KingkaeoJunction(MarketLand),275.0621132110929
KingkaeoJunction(MarketLand),TheEuropeanTown,201.23329315060963
TheEuropeanTown,OppositeWatLanboon,223.66123782564998
OppositeWatLanboon,ThaiSamutVillage,262.48021048927956
ThaiSamutVillage,Ladkrabang14,237.79170510774276
Ladkrabang14,SirindhornHospital,264.0228664290966
SirindhornHospital,Onnut-Sukhapiban2Junction,286.8421979003836
Onnut-Sukhapiban2Junction,Onnut88,286.32789943774026
Onnut88,OnnutGarbageDisposalPlant,214.04930583077262
OnnutGarbageDisposalPlant,Onnut84,292.51960329901937
Onnut84,Onnut82/1,229.11499546502603
Onnut82/1,OppositeChomduean3Village,253.50553753692907
OppositeChomduean3Village,TescoLotusOnnut80,270.7567556825667
TescoLotusOnnut80,Onnut76,198.50324422710773
Onnut76,Onnut-PattanakarnIntersection,203.63470353897398
Onnut-PattanakarnIntersection,OppositePhatthanakanSoi69,206.24018984797013
OppositePhatthanakanSoi69,OppositeMubanPhasukNivet,211.6538032509979
OppositeMubanPhasukNivet,PattanakarnMarketSoi70,225.1029465775706
PattanakarnMarketSoi70,SuanLuang,255.98682008882196
SuanLuang,PhatthanaKanSoi58,284.78475848465166
PhatthanaKanSoi58,PattanakarnSoi56ViparumHotpital,227.64799071637466
