from,to,distance
SoiRatBurana39,OppositeChaengRonSchool(RatBuranaSoi44),484.4555039514896
OppositeChaengRonSchool(RatBuranaSoi44),JangronSchoolChumchonJangron,609.2550879986026
JangronSchoolChumchonJangron,KodangChaiyongSoiRatburana36,506.87300999525695
KodangChaiyongSoiRatburana36,OppositeThanakhanKasikonthai,581.5259610795476
OppositeThanakhanKasikonthai,SoiRatburana30,480.05857288199064
SoiRatburana30,SoiRatburana28,526.2417900848202
SoiRatburana28,KanFaifaYoiRatBurana,456.23741624017777
KanFaifaYoiRatBurana,PublicHealthCenterRatBurana39,475.921213244179
PublicHealthCenterRatBurana39,RatburanaMarket,594.6890778210247
RatburanaMarket,WatPrasetSutthawart,594.6433024431129
WatPrasetSutthawart,OppositeRatburanaHospital,492.99553565340136
OppositeRatburanaHospital,OppositeBangpakokMarket,574.7461996486786
OppositeBangpakokMarket,SukSawatSoi34,539.5037574848699
SukSawatSoi34,SuksawatSoi30,526.5902285699674
SuksawatSoi30,OppositeWatBangPaKok,526.9433169450164
OppositeWatBangPaKok,OppositeBigCBangPrakok,557.3136977558692
OppositeBigCBangPrakok,TalatBangPaKaeo,471.8808384635378
TalatBangPaKaeo,WatNakNiMitSukSawat8,576.8486857217002
WatNakNiMitSukSawat8,SoiPlangAnuson,487.42416088225224
SoiPlangAnuson,Daokhanong,505.4538393584752
Daokhanong,BigCDaoKhanong,456.358899303552
BigCDaoKhanong,RongrianSaengThongThorathat,581.2302682272939
RongrianSaengThongThorathat,RongKaeo,525.9287128994789
RongKaeo,SomdejprapinklaoHospital,625.7957301457137
SomdejprapinklaoHospital,OppositeSamreMarket,528.8807275612028
OppositeSamreMarket,KrungThonBuriHospital,462.1128810685882
KrungThonBuriHospital,LiapThangRotfai,442.52668746894335
LiapThangRotfai,WongWianYai(ThonburiSuksa),588.0777745194067
WongWianYai(ThonburiSuksa),YaekBanKhaek(Inbd),586.3447458170715
YaekBanKhaek(Inbd),SuksanariSchool,504.4226622899652
SuksanariSchool,Phahurat(IndiaEmporium),489.60665079579275
Phahurat(IndiaEmporium),TalatWolachak,610.6050840103524
TalatWolachak,PrapaMaenSi,519.6504780132974
PrapaMaenSi,GoldenMountWatSaket,560.3515998348851
GoldenMountWatSaket,WatSiTaRam(KhlokMu),419.8831850040564
WatSiTaRam(KhlokMu),PamKaet,550.4864194906886
PamKaet,HotelPrincessPalace(Bobe2),532.991425514677
HotelPrincessPalace(Bobe2),ThaMahaNak,445.14487181106
