from,to,distance
Satharanasuk,OppositeHangBigCNonthaburi,287.0083493485382
OppositeHangBigCNonthaburi,RongrianWatLanNaBun,354.4685641021713
RongrianWatLanNaBun,SoiPracharat3,301.61138930865025
SoiPracharat3,GlobalEnlishSchoolSatitChristianWitthaya,274.3504732112189
GlobalEnlishSchoolSatitChristianWitthaya,WatTinnakorn,291.6815712646585
WatTinnakorn,SoiPrachaRat11,293.3574906891543
SoiPrachaRat11,NonthaburiPier,393.10393605979806
NonthaburiPier,MajorNontaburi,276.8429848592474
MajorNontaburi,AyudayaBank,331.12332334290795
AyudayaBank,RongrianKaRanSueksa,312.09608445108404
RongrianKaRanSueksa,WatNakhonIn,358.99136017616564
WatNakhonIn,SoiWatKamphaeng,373.7176590703908
SoiWatKamphaeng,PamnamManEsso,336.91079618974175
PamnamManEsso,SawitBa,365.4422834878895
SawitBa,KhondoWiktoeRai,318.7007822598932
KhondoWiktoeRai,SoiPhilaSongkhram14,298.34365168713526
SoiPhilaSongkhram14,WatKhamao,380.71884158666717
WatKhamao,OppositeSatrinonthaburiSchool-WatPaknam,281.33087527741884
OppositeSatrinonthaburiSchool-WatPaknam,MubanPhibun,312.5962816962254
MubanPhibun,OppositeBorisatPhunPhonChamkat,293.67830807740523
OppositeBorisatPhunPhonChamkat,Kmutnb,353.022587067175
Kmutnb,I.Q.Center,308.9967093307865
I.Q.Center,OppositeWatSaoHin,320.1103778634831
OppositeWatSaoHin,WongSawangSoi4SoiYimPrayun,309.2610977707347
WongSawangSoi4SoiYimPrayun,WatNoiSoiWongsawang13,357.7273655725635
WatNoiSoiWongsawang13,Watluang,325.20102079454
Watluang,WatLiapSoiWongsawang21,378.1864305372478
WatLiapSoiWongsawang21,BigCWongSawangSoiWongsawang27,387.06337479726807
BigCWongSawangSoiWongsawang27,KromYutBorikan(Krungthep-NonthaburiRd),365.4974688201091
KromYutBorikan(Krungthep-NonthaburiRd),SoiKrungthep-Nonthaburi44OppositeSoiSomThawin,315.3316463611791
SoiKrungthep-Nonthaburi44OppositeSoiSomThawin,D-SquareKruaKunSuPiriyaYothinKindergarten,331.7270629377991
D-SquareKruaKunSuPiriyaYothinKindergarten,BangsonMarketOppositeSoiKrungthep-Nonthaburi25,336.50202431649484
BangsonMarketOppositeSoiKrungthep-Nonthaburi25,ThoPhaSoiKrungthep-Nonthaburi34,330.7905803190016
ThoPhaSoiKrungthep-Nonthaburi34,WatCherngWaiSangkornTutorialSchool,281.2184845521775
WatCherngWaiSangkornTutorialSchool,TaoPoonPoliceStationSoiKrungThep-Nonthaburi26,312.2777310895017
TaoPoonPoliceStationSoiKrungThep-Nonthaburi26,SoiSawaiPumpNamMun,346.5824170001615
SoiSawaiPumpNamMun,PrachaNaruemitOppositeThanakhanKasikonthai,299.90948702785255
PrachaNaruemitOppositeThanakhanKasikonthai,TalatTaoPunSoiKrungthep-Nonthaburi4,380.23949245579064
TalatTaoPunSoiKrungthep-Nonthaburi4,YaekTaoPoonLotusTaopoon,319.61357496511215
YaekTaoPoonLotusTaopoon,BusStopMRTBangsue,273.0276897181445
BusStopMRTBangsue,PaiOppositeTuekScg,353.36489867676255
PaiOppositeTuekScg,TheaterTaoppositeoonMansion,325.13695011762206
TheaterTaoppositeoonMansion,SamosornThahanAkatBangSue,324.98866523408094
SamosornThahanAkatBangSue,SaphanDang,363.0470453441004
SaphanDang,TheTechnical,368.52577585634793
TheTechnical,ArtilleryRegiment1,295.501438629965
ArtilleryRegiment1,PradiphatSoi1,341.6183246351303
PradiphatSoi1,TrongChamSamnaknganLekhathikan,275.17318742445
TrongChamSamnaknganLekhathikan,KarnmaneePalaceHotel,313.5613753895925
KarnmaneePalaceHotel,PraDiPhatSoi21,320.73437907086895
PraDiPhatSoi21,BangsuePoliceStation,276.0430595483087
BangsuePoliceStation,SaiLom(Phahonyothin8),389.6008699320947
SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),315.52275149273487
BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),372.99973710709907
Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),362.96679483673813
Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),378.58702184132596
BusStopBTSSanampao(Exit4),Channel5,306.71011934214056
Channel5,LueCha(OppositePhahonyothin1),360.6846206920932
LueCha(OppositePhahonyothin1),VictoryMonument(RatchawithiSide),264.49170429358446
VictoryMonument(RatchawithiSide),ChildrenHospital,300.7905746994608
ChildrenHospital,TheBangkokSchoolForTheBlind,265.0774425203237
TheBangkokSchoolForTheBlind,GovernmentPharmaceuticalOrganization,348.1899723464178
GovernmentPharmaceuticalOrganization,MinistryOfIndustry,288.33115120144646
MinistryOfIndustry,PriestHospital,419.99051032382926
