from,to,distance
ThaRotSai2(PakKhlongTalat),KrasuangMahatthai,334.29146703080283
KrasuangMahatthai,PaiSonoSamranRa,364.10161723937705
PaiSonoSamranRa,PaiBanBat,372.20721841946136
PaiBanBat,Mansri,325.7922008763911
Mansri,HuaChieawHospital,331.14649488087105
HuaChieawHospital,WatChamnihatthakarn,327.5143069348427
WatChamnihatthakarn,WatChaimongkolCharoenPhon,420.6393376859272
WatChaimongkolCharoenPhon,SathabanTheknoloyiPathumWan,297.76203214530693
SathabanTheknoloyiPathumWan,BangkokArt&CultureCenter,291.0089002717087
BangkokArt&CultureCenter,SiamCenter,392.74527594612584
SiamCenter,WatPathumWanaram,289.3721479188146
WatPathumWanaram,LangSuanBusStopBTSChitLom,372.97170661096294
LangSuanBusStopBTSChitLom,CentralChidlom,408.09919325070337
CentralChidlom,SoiNaiLaertBusStopBTSPloenChit,376.34481384071375
SoiNaiLaertBusStopBTSPloenChit,SoiNana,351.2346259400028
SoiNana,PacificFellBuildingSoiSukhumvit7,349.45013878334595
PacificFellBuildingSoiSukhumvit7,SukhumvitSoi15,363.3982149712967
SukhumvitSoi15,Sukhumvit19Robinson,368.7965236705415
Sukhumvit19Robinson,SukhumvitSoi23,379.8709177962996
SukhumvitSoi23,Sukhumvit27SainamphuengSoi22,294.5797308195807
Sukhumvit27SainamphuengSoi22,SoiSukhumvit31,343.8729873931044
SoiSukhumvit31,Suanbenjasiri,418.3015090699258
Suanbenjasiri,SukhumvitSoi41,414.9308428981437
SukhumvitSoi41,Sukhumvit49(Soi49),358.84811624709226
Sukhumvit49(Soi49),SukhumvitSoi47,371.29252186479164
SukhumvitSoi47,BusStopBTSThonglo(Exit1),380.5618813489512
BusStopBTSThonglo(Exit1),SukhumvitSoi57,294.4150876990543
SukhumvitSoi57,MajorEkamai,413.4059651107545
MajorEkamai,WatThatthong,343.8462253039542
WatThatthong,PaiRongrianSiWiKonSoiSukhumvit65/1,391.00715401510433
PaiRongrianSiWiKonSoiSukhumvit65/1,BusStopBTSPhraKhanong(Exit3),400.4657737499629
BusStopBTSPhraKhanong(Exit3),PhraKhanongMarket,321.32451882868924
PhraKhanongMarket,DapphloengOnNut,363.390714563945
DapphloengOnNut,PaiSukhumvit81(Soi81SiriPhot),300.5732496968609
PaiSukhumvit81(Soi81SiriPhot),SunkankhaMaketPhlat(KhetPhraKhanong),352.95772165147895
SunkankhaMaketPhlat(KhetPhraKhanong),TalatBangChak,396.6617430140615
TalatBangChak,TransportOfficeArea3,298.42122847812686
TransportOfficeArea3,Punnawithi(Sukhumvit101),307.17468620190675
Punnawithi(Sukhumvit101),BusStopBTSPunnawithi(Exit3),349.484925345792
BusStopBTSPunnawithi(Exit3),WachirathamSatit(Sukhumvit101/1),282.5451149554172
WachirathamSatit(Sukhumvit101/1),Sukhumvit101/2,312.6284896587831
Sukhumvit101/2,BusStopBTSUdomsuk(Exit1),286.8626410617433
BusStopBTSUdomsuk(Exit1),OppositeKluaynamthai2Hospital,425.11735505179456
OppositeKluaynamthai2Hospital,BangnaIntersection(OutboundStop.1),397.1769370384415
BangnaIntersection(OutboundStop.1),BangnaIntersection(OutboundStop.2),333.99521067743905
BangnaIntersection(OutboundStop.2),BusStopBTSBangNa(Exit3),407.0313188706857
BusStopBTSBangNa(Exit3),MubanNaphalai,392.30980012525845
MubanNaphalai,BusStopBTSBaering(BetweenExit1And3),362.12327092880554
BusStopBTSBaering(BetweenExit1And3),SoiBaeRing,322.46890573052815
SoiBaeRing,SoiSantiKham(Sukhumvit109),327.4525512972363
SoiSantiKham(Sukhumvit109),TalatThamSaRot,290.06992072444774
TalatThamSaRot,OppositeImPhiRianSamrong(TalatSamrong),299.3849087394561
OppositeImPhiRianSamrong(TalatSamrong),BigCSamrong,403.2987673502565
BigCSamrong,Sukhumvit115(SoiAphiChat),387.9461242362398
Sukhumvit115(SoiAphiChat),ToyotaNechannaen,312.0204349854809
ToyotaNechannaen,WatTrai,343.5445709546598
WatTrai,KhongKroek,322.02153731724883
KhongKroek,UdomDet(Kosono),324.38464787000936
UdomDet(Kosono),RongNom,362.79418621634056
RongNom,NatSunthon(RongrianPhraNinWatchara),300.6158011559705
NatSunthon(RongrianPhraNinWatchara),WatBangNangKrengYuwaPrasatHospital,315.4352239262337
WatBangNangKrengYuwaPrasatHospital,SamutPrakanPostOffice,399.16806848550135
SamutPrakanPostOffice,SoiBunSiri,369.8013784019623
SoiBunSiri,SamutprakanAreaRevenueOffice1,434.4019813652055
SamutprakanAreaRevenueOffice1,WatPichaiSongkram,348.00414822684655
WatPichaiSongkram,PaknamCityPillarShrine,357.5855360083034
PaknamCityPillarShrine,WongwianThanonThaiBan(Outbound),430.1266674818426
WongwianThanonThaiBan(Outbound),SamutprakarnCrocodileFarm&ZooBusDepot,264.2133000321462
